id	params
2149	q=wikipedia preserved bottom&rows=10&start=1&json.facet={titles : {type : terms,field : description_t_sort,limit : 49,mincount : 2}}
2150	q=band paul new&fq=description:(nomination your)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 1}}
2151	q=assessment desk two&fq=title:(2008 one)&rows=87&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 28,mincount : 1}}
2152	q=june international stub&fq=description:(list wikipedia)&rows=69&start=8&json.facet={titles : {type : terms,field : title_t_sort,limit : 16,mincount : 3}}
2153	q=templates version you&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 51,mincount : 4}}
2154	q=editor pump special spam&rows=10&start=1&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 40,mincount : 3}}
2155	q=requests railway 2009&fq=title:(file after)&rows=29&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 44,mincount : 3}}
2156	q=archive spam articles articles&fq=title:(adminship en.wikipedia.org)&rows=23&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 2}}
2157	q=help two publisher&rows=75&start=75&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 2}}
2158	q=series which links&rows=72&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 42,mincount : 2}}
2159	q=game three&fq=description:(log talk)&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 32,mincount : 2}}
2160	q=peer modify new&rows=92&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 6,mincount : 2}}
2161	q=2007 world two&fq=description:(trek which)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 11,mincount : 4}}
2162	q=creation county external cite&rows=10&start=3&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 2}}
2163	q=song discussion&rows=10&start=10&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 4,mincount : 3}}
2164	q=series university out can&fq=description:(committee user)&rows=14&start=3&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 43,mincount : 3}}
2165	q=2004 article may&fq=description:(desk deletion)&rows=57&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 66,mincount : 5}}
2166	q=city general out&rows=73&start=36&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 1}}
2167	q=july help more see&rows=52&start=7&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 6}}
2168	q=national news information&rows=23&start=11&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 4}}
2169	q=list provincial election name&rows=10&start=3&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 45,mincount : 1}}
2170	q=portal united one&rows=10&start=5&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 3}}
2171	q=class article&rows=10&start=3&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 14,mincount : 9}}
2172	q=jpg wikipedia wikipedia first&fq=title:(evidence noticeboard)&rows=1&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 21,mincount : 1}}
2173	q=1.0 editorial out&rows=10&start=10&json.facet={titles : {type : terms,field : title_t_sort,limit : 87,mincount : 2}}
2174	q=series defaultsort talk&fq=title:(desk category)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 80,mincount : 2}}
2175	q=john states&rows=92&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 82,mincount : 1}}
2176	q=july using&rows=48&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 28,mincount : 1}}
2177	q=template pages state&fq=title:(editorial utc)&rows=10&start=3&json.facet={titles : {type : terms,field : title_t_sort,limit : 27,mincount : 3}}
2178	q=states state see where&fq=description:(investigations user)&rows=50&start=50&json.facet={titles : {type : terms,field : description_t_sort,limit : 13,mincount : 1}}
2179	q=district while&fq=title:(american category)&rows=10&start=3&json.facet={titles : {type : terms,field : title_t_sort,limit : 13,mincount : 7}}
2180	q=richard until reflist&fq=title:(class other)&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 19,mincount : 1}}
2181	q=science known&fq=title:(york new)&rows=62&start=20&json.facet={titles : {type : terms,field : description_t_sort,limit : 36,mincount : 3}}
2182	q=peer can&fq=description:(nov title)&rows=66&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 38,mincount : 1}}
2183	q=file people three&fq=description:(jpg may)&rows=65&start=9&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 5}}
2184	q=september sorting following&fq=description:(coireports url)&rows=22&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 60,mincount : 1}}
2185	q=coireports nov overlap report&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 14,mincount : 5}}
2186	q=tournament william one&fq=title:(may deletion)&rows=78&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 43,mincount : 4}}
2187	q=version force part&fq=description:(hockey men's)&rows=10&start=2&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 10,mincount : 2}}
2188	q=state http&rows=37&start=9&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 6,mincount : 3}}
2189	q=list australia stub&rows=31&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 20,mincount : 2}}
2190	q=2009 featured infobox&fq=description:(version other)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 73,mincount : 1}}
2191	q=kingdom encyclopedic later university&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 81,mincount : 5}}
2192	q=season york infobox people&rows=96&start=32&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 37,mincount : 4}}
2193	q=transport school version&fq=title:(1.0 wikipedia)&rows=91&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 6,mincount : 5}}
2194	q=science wikipedia style&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 11,mincount : 3}}
2195	q=district user other&rows=81&start=81&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 6,mincount : 4}}
2196	q=archives ohio 2006&fq=description:(version 2007)&rows=62&start=62&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 36,mincount : 4}}
2197	q=may utc&fq=description:(national won)&rows=42&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 1}}
2198	q=00003 00025 page edit&fq=description:(list references)&rows=10&start=3&json.facet={titles : {type : terms,field : title_t_sort,limit : 36,mincount : 1}}
2199	q=administrators election history september&fq=title:(military 2007)&rows=3&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 1}}
2200	q=hall references&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 18,mincount : 6}}
2201	q=canada australian articles quality&rows=28&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 59,mincount : 3}}
2202	q=vol genre&fq=title:(class see)&rows=10&start=3&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 28,mincount : 7}}
2203	q=log archive anchorencode&fq=description:(jpg articles)&rows=87&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 25,mincount : 7}}
2204	q=kingdom election year&fq=title:(2007 coibot)&rows=11&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 12,mincount : 3}}
2205	q=october category article&fq=description:(january edits)&rows=62&start=31&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 46,mincount : 6}}
2206	q=archives american defaultsort&rows=83&start=41&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 4,mincount : 5}}
2207	q=football town played center&fq=title:(category editorial)&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 4,mincount : 1}}
2208	q=college history link any&rows=10&start=3&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 11,mincount : 5}}
2209	q=december however see&rows=10&start=1&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 62,mincount : 1}}
2210	q=west national&fq=description:(categories user)&rows=13&start=4&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 24,mincount : 1}}
2211	q=science other national&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 46,mincount : 1}}
2212	q=love like one wikiproject_albums&rows=72&start=36&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 80,mincount : 3}}
2213	q=quality album publisher web&fq=title:(2007 link)&rows=10&start=2&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 34,mincount : 2}}
2214	q=redirects technical used&fq=title:(noticeboard oldid)&rows=55&start=6&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 19,mincount : 2}}
2215	q=version age&rows=10&start=10&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 41,mincount : 3}}
2216	q=pomeranian road county about&fq=description:(players title)&rows=15&start=7&json.facet={titles : {type : terms,field : title_t_sort,limit : 19,mincount : 2}}
2217	q=adminship articles see&rows=71&start=71&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 93,mincount : 2}}
2218	q=help september http&rows=10&start=1&json.facet={titles : {type : terms,field : title_t_sort,limit : 53,mincount : 3}}
2219	q=administrators log date&rows=55&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 12,mincount : 2}}
2220	q=log pump article&fq=description:(york name)&rows=3&start=1&json.facet={titles : {type : terms,field : description_t_sort,limit : 13,mincount : 2}}
2221	q=illinois portal people other&fq=title:(wikiproject image)&rows=52&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 33,mincount : 4}}
2222	q=washington candidates image&fq=title:(featured see)&rows=10&start=2&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 63,mincount : 6}}
2223	q=2008 position&fq=description:(noticeboard see)&rows=1&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 18,mincount : 7}}
2224	q=2007 students web&fq=title:(workshop which)&rows=77&start=8&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 45,mincount : 1}}
2225	q=00005 user en.wikipedia.org&fq=description:(miscellany you)&rows=10&start=1&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 20,mincount : 7}}
2226	q=quality during&rows=10&start=2&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 14,mincount : 2}}
2227	q=science united last&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 1}}
2228	q=village june&rows=56&start=14&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 29,mincount : 5}}
2229	q=deletion noticeboard during&rows=23&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 2}}
2230	q=rockclan.ucoz.ru full&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 4,mincount : 1}}
2231	q=racing infobox 2005&fq=description:(county category)&rows=79&start=26&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 72,mincount : 5}}
2232	q=party 2010 september&rows=10&start=10&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 49,mincount : 2}}
2233	q=editorial infobox category&rows=2&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 11,mincount : 3}}
2234	q=template new more&rows=10&start=3&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 58,mincount : 4}}
2235	q=december february above&rows=10&start=10&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 23,mincount : 2}}
2236	q=2007 work other&fq=description:(category diff)&rows=10&start=10&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 50,mincount : 2}}
2237	q=december january articles&rows=29&start=29&json.facet={titles : {type : terms,field : description_t_sort,limit : 95,mincount : 1}}
2238	q=importance previous&rows=11&start=2&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 12,mincount : 2}}
2239	q=discussion date&fq=description:(1.0 first)&rows=2&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 16,mincount : 1}}
2240	q=county wikiproject now 2007&fq=title:(wikipedia spam)&rows=3&start=3&json.facet={titles : {type : terms,field : description_t_sort,limit : 17,mincount : 1}}
2241	q=hockey made&fq=title:(creation please)&rows=18&start=9&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 13,mincount : 2}}
2242	q=soviet championship longew&rows=82&start=20&json.facet={titles : {type : terms,field : description_t_sort,limit : 60,mincount : 4}}
2243	q=constituency may three&fq=title:(coireports further)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 23,mincount : 6}}
2244	q=list mark well city&fq=title:(administrators category)&rows=5&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 37,mincount : 4}}
2245	q=portal infobox&fq=title:(unfree which)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 27,mincount : 2}}
2246	q=red articles you&rows=37&start=12&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 4,mincount : 3}}
2247	q=house league where used&rows=63&start=31&json.facet={titles : {type : terms,field : description_t_sort,limit : 70,mincount : 1}}
2248	q=2nd time talk&rows=77&start=11&json.facet={titles : {type : terms,field : title_t_sort,limit : 28,mincount : 2}}
2249	q=candidates minnesota references publisher&fq=description:(articles article)&rows=10&start=2&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 59,mincount : 2}}
2250	q=version united&fq=description:(archives title)&rows=42&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 25,mincount : 3}}
2251	q=film editorial high&rows=77&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 1}}
2252	q=editorial wikipedia http&rows=10&start=2&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 61,mincount : 8}}
2253	q=user like&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 8,mincount : 1}}
2254	q=2006 series work links&fq=description:(list spam)&rows=97&start=97&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 73,mincount : 6}}
2255	q=2009 portal end&rows=60&start=20&json.facet={titles : {type : terms,field : description_t_sort,limit : 16,mincount : 5}}
2256	q=thomas paul infobox&rows=71&start=35&json.facet={titles : {type : terms,field : description_t_sort,limit : 55,mincount : 3}}
2257	q=review copyrighted artist&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 41,mincount : 1}}
2258	q=park articles national title&rows=74&start=10&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 18,mincount : 1}}
2259	q=school river american time&rows=94&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 73,mincount : 2}}
2260	q=disambiguation version&fq=title:(june contribs)&rows=84&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 31,mincount : 4}}
2261	q=england coireports reflist&fq=title:(apr reporting)&rows=27&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 53,mincount : 3}}
2262	q=deletion create template&rows=10&start=10&json.facet={titles : {type : terms,field : description_t_sort,limit : 57,mincount : 2}}
2263	q=article college which 2007&rows=2&start=1&json.facet={titles : {type : terms,field : title_t_sort,limit : 31,mincount : 2}}
2264	q=discussion county december september&fq=title:(coireports other)&rows=10&start=1&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 4,mincount : 1}}
2265	q=log used&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 32,mincount : 2}}
2266	q=baronet house over&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 10,mincount : 3}}
2267	q=hmas http which&rows=62&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 74,mincount : 3}}
2268	q=middle log 2007 out&rows=63&start=63&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 5}}
2269	q=2010 your manually&rows=34&start=17&json.facet={titles : {type : terms,field : title_t_sort,limit : 58,mincount : 6}}
2270	q=life articles many&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 25,mincount : 3}}
2271	q=episodes listings party history&rows=81&start=81&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 14,mincount : 6}}
2272	q=archives high defaultsort more&rows=91&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 9,mincount : 1}}
2273	q=quality publisher stub&fq=description:(nomination delete)&rows=18&start=18&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 45,mincount : 3}}
2274	q=village song utc&rows=22&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 47,mincount : 3}}
2275	q=republic links before&rows=10&start=1&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 27,mincount : 4}}
2276	q=biography 2007&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 9,mincount : 5}}
2277	q=help miscellany being contributions&rows=42&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 52,mincount : 1}}
2278	q=canada publisher&fq=description:(wikipedia edits)&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 21,mincount : 1}}
2279	q=articles city united&rows=4&start=2&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 11,mincount : 2}}
2280	q=church church&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 27,mincount : 1}}
2281	q=category against&fq=description:(administrators special)&rows=4&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 23,mincount : 2}}
2282	q=adminship 2nd after infobox&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 15,mincount : 10}}
2283	q=stub version title 2006&rows=10&start=1&json.facet={titles : {type : terms,field : description_t_sort,limit : 6,mincount : 1}}
2284	q=quality cup list one&fq=title:(william births)&rows=92&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 10,mincount : 5}}
2285	q=league featured name 2008&rows=57&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 36,mincount : 3}}
2286	q=australia archive1 infobox see&fq=description:(biography url)&rows=17&start=17&json.facet={titles : {type : terms,field : description_t_sort,limit : 27,mincount : 6}}
2287	q=1st wikipedia war&rows=85&start=21&json.facet={titles : {type : terms,field : description_t_sort,limit : 13,mincount : 1}}
2288	q=u.s articles south&fq=description:(candidates all)&rows=84&start=16&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 74,mincount : 4}}
2289	q=class before&fq=title:(season title)&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 29,mincount : 10}}
2290	q=articles american&rows=10&start=2&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 29,mincount : 1}}
2291	q=possibly band above&fq=description:(episodes football)&rows=86&start=14&json.facet={titles : {type : terms,field : title_t_sort,limit : 15,mincount : 7}}
2292	q=class page&rows=10&start=1&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 1}}
2293	q=love like one wikiproject_albums&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 27,mincount : 10}}
2294	q=assessment quality all reflist&rows=10&start=3&json.facet={titles : {type : terms,field : title_t_sort,limit : 6,mincount : 2}}
2295	q=courthouse links&fq=description:(championship title)&rows=24&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 5,mincount : 3}}
2296	q=desk people&fq=description:(featured title)&rows=10&start=1&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 59,mincount : 4}}
2297	q=drive drive contribs&fq=title:(desk category)&rows=69&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 15,mincount : 4}}
2298	q=deletion debate&rows=77&start=19&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 62,mincount : 1}}
2299	q=new film name&fq=description:(files first)&rows=77&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 75,mincount : 2}}
2300	q=articles just&fq=description:(coireports http)&rows=10&start=3&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 2}}
2301	q=bob council only 2009&fq=description:(2006 name)&rows=56&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 5,mincount : 1}}
2302	q=class where during&fq=description:(wikipedia people)&rows=30&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 19,mincount : 4}}
2303	q=wikiproject list1&fq=title:(committee utc)&rows=10&start=1&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 1}}
2304	q=one national center&rows=22&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 4,mincount : 2}}
2305	q=requests arbitration http&rows=40&start=40&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 44,mincount : 6}}
2306	q=uss february time&rows=10&start=2&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 17,mincount : 3}}
2307	q=draft war links north&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 69,mincount : 6}}
2308	q=league may history out&rows=11&start=11&json.facet={titles : {type : terms,field : description_t_sort,limit : 32,mincount : 1}}
2309	q=february notable please&fq=title:(file talk)&rows=64&start=16&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 53,mincount : 3}}
2310	q=article episodes october&fq=title:(november view)&rows=96&start=24&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 4,mincount : 3}}
2311	q=station class oldid through&fq=description:(february page)&rows=29&start=3&json.facet={titles : {type : terms,field : title_t_sort,limit : 11,mincount : 8}}
2312	q=requests 2005&fq=description:(editorial 2009)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 38,mincount : 1}}
2313	q=season december publisher other&fq=title:(2008 afd)&rows=99&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 1}}
2314	q=international 2007 york&fq=title:(case administrators)&rows=10&start=1&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 6}}
2315	q=cycling new state&fq=description:(categories subsequent)&rows=71&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 1}}
2316	q=review see talk&fq=description:(team stub)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 54,mincount : 4}}
2317	q=summer olympic date&rows=10&start=3&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 55,mincount : 1}}
2318	q=kingdom states&fq=title:(deletion page)&rows=67&start=33&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 46,mincount : 2}}
2319	q=administrator wikiproject time list&fq=title:(film title)&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 9,mincount : 1}}
2320	q=cricket see&rows=14&start=2&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 82,mincount : 1}}
2321	q=register cite image&rows=56&start=18&json.facet={titles : {type : terms,field : title_t_sort,limit : 5,mincount : 9}}
2322	q=2008 version last&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 36,mincount : 1}}
2323	q=2007 home&fq=description:(new date)&rows=66&start=22&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 3}}
2324	q=coireports australian since&fq=description:(portal united)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 5,mincount : 5}}
2325	q=desk task en.wikipedia.org&fq=title:(baron more)&rows=10&start=3&json.facet={titles : {type : terms,field : description_t_sort,limit : 9,mincount : 1}}
2326	q=american references about&fq=description:(2008 image)&rows=83&start=27&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 4}}
2327	q=template may&rows=22&start=11&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 7}}
2328	q=team united one&fq=description:(nomination utc)&rows=64&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 8,mincount : 1}}
2329	q=2007 en.wikipedia.org&rows=5&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 14,mincount : 8}}
2330	q=list title&fq=description:(template 2007)&rows=42&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 60,mincount : 1}}
2331	q=route west&fq=title:(mar special)&rows=10&start=5&json.facet={titles : {type : terms,field : description_t_sort,limit : 83,mincount : 1}}
2332	q=articles portal all all&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 39,mincount : 1}}
2333	q=china see&fq=description:(1st name)&rows=61&start=30&json.facet={titles : {type : terms,field : title_t_sort,limit : 32,mincount : 3}}
2334	q=portal publisher list&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 61,mincount : 2}}
2335	q=states register county&fq=title:(united see)&rows=2&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 27,mincount : 3}}
2336	q=railway band can&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 40,mincount : 6}}
2337	q=2009 uss march north&rows=89&start=44&json.facet={titles : {type : terms,field : title_t_sort,limit : 30,mincount : 8}}
2338	q=james men's after robert&rows=95&start=23&json.facet={titles : {type : terms,field : description_t_sort,limit : 27,mincount : 1}}
2339	q=deletion list&fq=description:(deletion class)&rows=57&start=57&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 3}}
2340	q=vol length use&fq=description:(new which)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 5,mincount : 2}}
2341	q=quality cup list one&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 14,mincount : 2}}
2342	q=featured november new&fq=description:(state category)&rows=96&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 43,mincount : 3}}
2343	q=wikiproject championship category&fq=description:(log comments)&rows=10&start=10&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 26,mincount : 2}}
2344	q=church 1.0 new&rows=40&start=8&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 14,mincount : 2}}
2345	q=film york&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 61,mincount : 3}}
2346	q=ontario following title&rows=84&start=16&json.facet={titles : {type : terms,field : title_t_sort,limit : 63,mincount : 2}}
2347	q=season first left&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 45,mincount : 8}}
